seed,user_id,method,k,precision,recall,ndcg,hitrate,mrr,candidate_size,heldout_count,dimensions,walk_length,num_walks,window,p,q
15,isaacmeyer,node2vec,10,0.1,1.0,0.3010299956639812,1.0,0.1111111111111111,24,1,64,20,50,10,1.0,1.0
15,isaacmeyer,node2vec,50,0.02,1.0,0.3010299956639812,1.0,0.1111111111111111,24,1,64,20,50,10,1.0,1.0
15,isaacmeyer,node2vec,100,0.01,1.0,0.3010299956639812,1.0,0.1111111111111111,24,1,64,20,50,10,1.0,1.0
15,jnance142,node2vec,10,0.0,0.0,0.0,0.0,0.0,56,1,64,20,50,10,1.0,1.0
15,jnance142,node2vec,50,0.0,0.0,0.0,0.0,0.0,56,1,64,20,50,10,1.0,1.0
15,jnance142,node2vec,100,0.0,0.0,0.0,0.0,0.0,56,1,64,20,50,10,1.0,1.0
16,avreylavelle,node2vec,10,0.0,0.0,0.0,0.0,0.0,40,1,64,20,50,10,1.0,1.0
16,avreylavelle,node2vec,50,0.02,1.0,0.2103099178571525,1.0,0.038461538461538464,40,1,64,20,50,10,1.0,1.0
16,avreylavelle,node2vec,100,0.01,1.0,0.2103099178571525,1.0,0.038461538461538464,40,1,64,20,50,10,1.0,1.0
16,bossitronio,node2vec,10,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
16,bossitronio,node2vec,50,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
16,bossitronio,node2vec,100,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
16,chandler,node2vec,10,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
16,chandler,node2vec,50,0.02,1.0,0.1965616322328226,1.0,0.030303030303030304,47,1,64,20,50,10,1.0,1.0
16,chandler,node2vec,100,0.01,1.0,0.1965616322328226,1.0,0.030303030303030304,47,1,64,20,50,10,1.0,1.0
16,isaacmeyer,node2vec,10,0.1,1.0,0.38685280723454163,1.0,0.2,24,1,64,20,50,10,1.0,1.0
16,isaacmeyer,node2vec,50,0.02,1.0,0.38685280723454163,1.0,0.2,24,1,64,20,50,10,1.0,1.0
16,isaacmeyer,node2vec,100,0.01,1.0,0.38685280723454163,1.0,0.2,24,1,64,20,50,10,1.0,1.0
16,jnance142,node2vec,10,0.1,1.0,0.3562071871080222,1.0,0.16666666666666666,56,1,64,20,50,10,1.0,1.0
16,jnance142,node2vec,50,0.02,1.0,0.3562071871080222,1.0,0.16666666666666666,56,1,64,20,50,10,1.0,1.0
16,jnance142,node2vec,100,0.01,1.0,0.3562071871080222,1.0,0.16666666666666666,56,1,64,20,50,10,1.0,1.0
17,avreylavelle,node2vec,10,0.1,1.0,0.43067655807339306,1.0,0.25,40,1,64,20,50,10,1.0,1.0
17,avreylavelle,node2vec,50,0.02,1.0,0.43067655807339306,1.0,0.25,40,1,64,20,50,10,1.0,1.0
17,avreylavelle,node2vec,100,0.01,1.0,0.43067655807339306,1.0,0.25,40,1,64,20,50,10,1.0,1.0
17,bossitronio,node2vec,10,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
17,bossitronio,node2vec,50,0.02,1.0,0.1965616322328226,1.0,0.030303030303030304,41,1,64,20,50,10,1.0,1.0
17,bossitronio,node2vec,100,0.01,1.0,0.1965616322328226,1.0,0.030303030303030304,41,1,64,20,50,10,1.0,1.0
17,chandler,node2vec,10,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
17,chandler,node2vec,50,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
17,chandler,node2vec,100,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
17,isaacmeyer,node2vec,10,0.1,1.0,0.6309297535714575,1.0,0.5,24,1,64,20,50,10,1.0,1.0
17,isaacmeyer,node2vec,50,0.02,1.0,0.6309297535714575,1.0,0.5,24,1,64,20,50,10,1.0,1.0
17,isaacmeyer,node2vec,100,0.01,1.0,0.6309297535714575,1.0,0.5,24,1,64,20,50,10,1.0,1.0
17,jnance142,node2vec,10,0.1,1.0,0.3010299956639812,1.0,0.1111111111111111,56,1,64,20,50,10,1.0,1.0
17,jnance142,node2vec,50,0.02,1.0,0.3010299956639812,1.0,0.1111111111111111,56,1,64,20,50,10,1.0,1.0
17,jnance142,node2vec,100,0.01,1.0,0.3010299956639812,1.0,0.1111111111111111,56,1,64,20,50,10,1.0,1.0
18,avreylavelle,node2vec,10,0.0,0.0,0.0,0.0,0.0,40,1,64,20,50,10,1.0,1.0
18,avreylavelle,node2vec,50,0.02,1.0,0.227670248696953,1.0,0.05,40,1,64,20,50,10,1.0,1.0
18,avreylavelle,node2vec,100,0.01,1.0,0.227670248696953,1.0,0.05,40,1,64,20,50,10,1.0,1.0
18,bossitronio,node2vec,10,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
18,bossitronio,node2vec,50,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
18,bossitronio,node2vec,100,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
18,chandler,node2vec,10,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
18,chandler,node2vec,50,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
18,chandler,node2vec,100,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
18,isaacmeyer,node2vec,10,0.0,0.0,0.0,0.0,0.0,24,1,64,20,50,10,1.0,1.0
18,isaacmeyer,node2vec,50,0.02,1.0,0.27894294565112987,1.0,0.09090909090909091,24,1,64,20,50,10,1.0,1.0
18,isaacmeyer,node2vec,100,0.01,1.0,0.27894294565112987,1.0,0.09090909090909091,24,1,64,20,50,10,1.0,1.0
18,jnance142,node2vec,10,0.1,1.0,0.5,1.0,0.3333333333333333,56,1,64,20,50,10,1.0,1.0
18,jnance142,node2vec,50,0.02,1.0,0.5,1.0,0.3333333333333333,56,1,64,20,50,10,1.0,1.0
18,jnance142,node2vec,100,0.01,1.0,0.5,1.0,0.3333333333333333,56,1,64,20,50,10,1.0,1.0
19,avreylavelle,node2vec,10,0.1,1.0,0.3333333333333333,1.0,0.14285714285714285,40,1,64,20,50,10,1.0,1.0
19,avreylavelle,node2vec,50,0.02,1.0,0.3333333333333333,1.0,0.14285714285714285,40,1,64,20,50,10,1.0,1.0
19,avreylavelle,node2vec,100,0.01,1.0,0.3333333333333333,1.0,0.14285714285714285,40,1,64,20,50,10,1.0,1.0
19,bossitronio,node2vec,10,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
19,bossitronio,node2vec,50,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
19,bossitronio,node2vec,100,0.0,0.0,0.0,0.0,0.0,41,1,64,20,50,10,1.0,1.0
19,chandler,node2vec,10,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
19,chandler,node2vec,50,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
19,chandler,node2vec,100,0.0,0.0,0.0,0.0,0.0,47,1,64,20,50,10,1.0,1.0
19,isaacmeyer,node2vec,10,0.0,0.0,0.0,0.0,0.0,24,1,64,20,50,10,1.0,1.0
19,isaacmeyer,node2vec,50,0.0,0.0,0.0,0.0,0.0,24,1,64,20,50,10,1.0,1.0
19,isaacmeyer,node2vec,100,0.0,0.0,0.0,0.0,0.0,24,1,64,20,50,10,1.0,1.0
19,jnance142,node2vec,10,0.0,0.0,0.0,0.0,0.0,56,1,64,20,50,10,1.0,1.0
19,jnance142,node2vec,50,0.02,1.0,0.2559580248098155,1.0,0.07142857142857142,56,1,64,20,50,10,1.0,1.0
19,jnance142,node2vec,100,0.01,1.0,0.2559580248098155,1.0,0.07142857142857142,56,1,64,20,50,10,1.0,1.0
