title_name,genre_Action,genre_Adventure,genre_Avant Garde,genre_Award Winning,genre_Boys Love,genre_Comedy,genre_Drama,genre_Ecchi,genre_Erotica,genre_Fantasy,genre_Girls Love,genre_Gourmet,genre_Hentai,genre_Horror,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Slice of Life,genre_Sports,genre_Supernatural,genre_Suspense,theme_Adult Cast,theme_Anthropomorphic,theme_CGDCT,theme_Childcare,theme_Combat Sports,theme_Crossdressing,theme_Delinquents,theme_Detective,theme_Educational,theme_Gag Humor,theme_Gore,theme_Harem,theme_High Stakes Game,theme_Historical,theme_Idols (Female),theme_Idols (Male),theme_Isekai,theme_Iyashikei,theme_Love Polygon,theme_Love Status Quo,theme_Magical Sex Shift,theme_Mahou Shoujo,theme_Martial Arts,theme_Mecha,theme_Medical,theme_Memoir,theme_Military,theme_Music,theme_Mythology,theme_Organized Crime,theme_Otaku Culture,theme_Parody,theme_Performing Arts,theme_Pets,theme_Psychological,theme_Racing,theme_Reincarnation,theme_Reverse Harem,theme_Samurai,theme_School,theme_Showbiz,theme_Space,theme_Strategy Game,theme_Super Power,theme_Survival,theme_Team Sports,theme_Time Travel,theme_Urban Fantasy,theme_Vampire,theme_Video Game,theme_Villainess,theme_Visual Arts,theme_Workplace,serial_.Bloom,serial_ARIA,serial_AX,serial_Action Pizazz,serial_Action Pizazz DX,serial_Action Pizazz Special,serial_Afternoon,serial_Alive+,serial_AlphaPolis,serial_Angel Club,serial_Aokishi,serial_Aqua Comics,serial_Asuka,serial_Asuka Ciel,serial_B's-LOG Comic,serial_B's-LOVEY recottia,serial_B-BOY P!,serial_B.Pilz,serial_BOY'S Pierce,serial_Baby,serial_Be x Boy GOLD,serial_Be-Love,serial_Bessatsu CoroCoro Comic,serial_Bessatsu Friend,serial_Bessatsu Hana to Yume,serial_Bessatsu Harlequin,serial_Bessatsu Margaret,serial_Bessatsu Shounen Champion,serial_Bessatsu Shounen Magazine,serial_Betsucomi,serial_Biblos,serial_Big Comic,serial_Big Comic Original,serial_Big Comic Spirits,serial_Big Comic Superior,serial_Big Gangan,serial_Bushiroad (Monthly),serial_Business Jump,serial_Buster Comic,serial_CIEL,serial_CIEL TrèsTrès,serial_Cab,serial_Canna,serial_Canopri Comic,serial_Champion Cross,serial_Champion RED,serial_Champion RED Ichigo,serial_Champion Tap!,serial_Chara,serial_Chara Selection,serial_Charles Mag,serial_Cheese!,serial_Cheese! Zoukan,serial_Cheri+,serial_Chorus,serial_ChuChu,serial_Ciao,serial_Cocohana,serial_Comic 0EX,serial_Comic Alive,serial_Comic Anthurium,serial_Comic Aqua,serial_Comic Aun,serial_Comic Avarus,serial_Comic B's-LOG,serial_Comic Bavel,serial_Comic Beam,serial_Comic Birz,serial_Comic Blade,serial_Comic Bonbon,serial_Comic Boost,serial_Comic Bridge,serial_Comic Bunch,serial_Comic Candoll,serial_Comic Corona,serial_Comic Cune,serial_Comic Days,"serial_Comic Dengeki Daioh ""g""",serial_Comic Dragon,serial_Comic Earth☆Star,serial_Comic ExE,serial_Comic Fire,serial_Comic Flapper,serial_Comic Fuz,serial_Comic Garden,serial_Comic Gardo,serial_Comic Gene,serial_Comic Grape,serial_Comic Gum,serial_Comic Heaven,serial_Comic High!,serial_Comic Hotmilk,serial_Comic KOH,serial_Comic Kairaku-ten,serial_Comic Kairaku-ten Beast,serial_Comic LO,serial_Comic MILF,serial_Comic Magazine LYNX,serial_Comic Magnum,serial_Comic Marginal,serial_Comic Masyo,serial_Comic MegaMilk,serial_Comic Megastore,serial_Comic Megastore Alpha,serial_Comic Megastore H,serial_Comic Meteor,serial_Comic Momohime,serial_Comic Mugen Tensei,serial_Comic Mujin,serial_Comic Newtype,serial_Comic PASH!,serial_Comic POOL,serial_Comic Papipo,serial_Comic Penguin Celeb,serial_Comic Penguin Club,serial_Comic Penguin Club Sanzokuban,serial_Comic Polaris,serial_Comic Potpourri Club,serial_Comic Purumelo,serial_Comic REX,serial_Comic RiN,serial_Comic Ride,serial_Comic Rush,serial_Comic Ryu,serial_Comic Ryu Web,serial_Comic Shingeki,serial_Comic Shitsuraku-ten,serial_Comic Sigma,serial_Comic Tenma,serial_Comic Unreal,serial_Comic Valkyrie,serial_Comic X-Eros,serial_Comic Yuri Hime,serial_Comic Yuri Hime S,serial_Comic ZERO-SUM,serial_Comic Zenon,serial_Comic fleur,serial_Comic@Bunch,serial_ComicWalker,serial_Comp Ace,serial_Comptiq,serial_Cookie,serial_CoroCoro Comic,serial_Corona EX,serial_Craft,serial_Cycomics,serial_Daria,serial_Daum Webtoon,serial_Dear+,serial_Deluxe Betsucomi,serial_Deluxe Margaret,serial_Dengeki Bunko Magazine,serial_Dengeki Comic Gao!,serial_Dengeki Comic Regulus,serial_Dengeki Daioh,serial_Dengeki G's Comic,serial_Dengeki G's magazine,serial_Dengeki Maoh,serial_Dessert,serial_Dra-Dra Flat♭,serial_Dra-Dra Sharp#,serial_Dragon Age,serial_Dragon Magazine,serial_Elegance Eve,serial_Evening,serial_Famitsu Comic Clear,serial_Feel Young,serial_Fellows!,serial_Flos Comic,serial_Flowers (Monthly),serial_Friend,serial_G-Lish,serial_GFantasy,serial_GUSH,serial_GUSH maniaEX,serial_Gangan Joker,serial_Gangan Online,serial_Gangan Wing,serial_Ganma!,serial_Garo,serial_Gaugau Monster,serial_Gekkan! Spirits,serial_Gene pixiv,serial_Gessan,serial_Girls forM,serial_Grand Jump,serial_Gundam Ace,serial_Hana to Yume,serial_Hanaoto,serial_Harlequin,serial_Harlequin Original,serial_Harta,serial_Hatsu Kiss,serial_HertZ,"serial_Hirari,",serial_Honey Milk,serial_Horror M,serial_ITAN,serial_Ichibansuki,serial_Ichiraci,serial_Ikki,serial_Issue,serial_Jump GIGA,serial_Jump SQ.,serial_Jump X,serial_Jun-ai Kajitsu,serial_Junk! Boy,serial_KakaoPage,serial_Karen,serial_Kiss,serial_Koushoku Shounen,serial_Kuaikan Manhua,serial_Kurage Bunch,serial_Kurofune Zero,serial_LINE Manga,serial_LaLa,serial_LaLa DX,serial_Lezhin Comics Webtoon,serial_LiQulle,serial_Lynx,serial_MAGCOMI,serial_Magazine Be x Boy,serial_Magazine Special,serial_Magazine pocket,serial_Magazine-Z,serial_Manga 4-koma Palette,serial_Manga Action,serial_Manga Bangaichi,serial_Manga Box,serial_Manga Cross,serial_Manga Erotics F,serial_Manga Gaugau,serial_Manga Goraku,serial_Manga Life Original,serial_Manga Life STORIA Dash,serial_Manga Mee,serial_Manga Park,serial_Manga Time Kirara,serial_Manga Time Kirara Carat,serial_Manga Time Kirara Forward,serial_Manga Time Kirara MAX,serial_Manga Times (Weekly),serial_Manga UP!,serial_MangaONE,serial_Margaret,serial_Mellow Kiss,serial_Melody,serial_Men's Young,serial_Miracle Jump,serial_Monthly Action,serial_Monthly Hero's,serial_Morning,serial_Morning Two,serial_Muteki Renai S*girl,serial_Mystery Bonita,serial_Nakayoshi,serial_Namaiki!,serial_Naver Webtoon,serial_Omegaverse Project,serial_Opera,serial_Palcy,serial_Party,serial_Petit Comic,serial_Petit Flower,serial_Princess,serial_Princess Gold,serial_Qpa,serial_Racish,serial_Rakuen Le Paradis,serial_Regina,serial_Reijin,serial_Reijin Uno!,serial_Renai Paradise,serial_Ribon Magazine,serial_RuTile,serial_Saikyou Jump,serial_Sho-Comi,serial_Sho-Comi Zoukan,serial_Shoujo Friend,serial_Shounen Ace,serial_Shounen Ace Plus,serial_Shounen Captain,serial_Shounen Champion (Monthly),serial_Shounen Champion (Weekly),serial_Shounen Gangan,serial_Shounen Jump (Monthly),serial_Shounen Jump (Weekly),serial_Shounen Jump NEXT!,serial_Shounen Jump+,serial_Shounen Magazine (Monthly),serial_Shounen Magazine (Weekly),serial_Shounen Magazine Edge,serial_Shounen Rival,serial_Shounen Sirius,serial_Shounen Sunday,serial_Shounen Sunday Super,serial_Suiyoubi no Sirius,serial_Suiyoubi wa Mattari Dash X Comic,serial_Sunday Gene-X,serial_Sunday Webry,serial_Super Jump,serial_Sylph,serial_The Dessert,serial_The Hana to Yume,serial_The Margaret,serial_Tonari no Young Jump,serial_Torch,serial_Towako,serial_Tsubomi,serial_Tulle,serial_Ultra Jump,serial_Ura Sunday,serial_V-Jump,serial_Vitaman,serial_Web Action,serial_Web Comic Apanta,serial_Web Comic Gamma,serial_Web Comic Gamma Plus,serial_Web Comic Zenyon,serial_Weekly Kairaku-ten,serial_Wings,serial_Wink,serial_YOU,serial_Yawaraka Spirits,serial_Young Ace,serial_Young Ace UP,serial_Young Animal,serial_Young Animal Arashi,serial_Young Champion,serial_Young Champion Retsu,serial_Young Comic,serial_Young Dragon Age,serial_Young Gangan,serial_Young Jump,serial_Young King,serial_Young King BULL,serial_Young King OURs,serial_Young King OURs GH,serial_Young Magazine (Monthly),serial_Young Magazine (Weekly),serial_Young Magazine Web,serial_Young Magazine the 3rd,serial_Young Sunday (Weekly),serial_Young You,serial_Zero-Sum Online,serial_Zero-Sum WARD,serial_aQtto!,serial_comico,serial_drap,serial_equal,serial_from RED,serial_gateau,serial_good! Afternoon,serial_ihr hertZ,serial_mimosa,serial_onBLUE,serial_twi4,"demo_[""Josei"", ""Kids""]","demo_[""Josei"", ""Seinen""]","demo_[""Josei"", ""Shoujo""]","demo_[""Josei""]","demo_[""Kids"", ""Seinen""]","demo_[""Kids"", ""Shoujo""]","demo_[""Kids"", ""Shounen""]","demo_[""Kids""]","demo_[""Seinen"", ""Shoujo""]","demo_[""Seinen"", ""Shounen""]","demo_[""Seinen""]","demo_[""Shoujo"", ""Shounen""]","demo_[""Shoujo""]","demo_[""Shounen""]",demo_[],rating
Berserk,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.2
Shingeki no KyojinAttack on Titan,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
Vagabond,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0
Kaifuku Jutsushi no Yarinaoshi: Sokushi Mahou to Skill Copy no Chouetsu Heal,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8
Tensei shitara Slime Datta KenThat Time I Got Reincarnated as a Slime,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1
Vinland Saga,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.3
Latna Saga: Survival of a Sword King,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5
Omniscient Reader's Viewpoint,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0
Fullmetal Alchemist,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.2
